Age,Number_of_Referrals,Tenure_in_Months,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_ID,Gender,Married,State,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Customer_Status,Churn_Category,Churn_Reason
42,9,32,44.9,44.9,0.0,0,15.76,60.66,81235-JHA,Female,Yes,Jharkhand,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Joined,Unknown,Unknown
45,10,3,19.85,1188.25,0.0,0,2430.21,3618.46,48308-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
51,14,30,24.85,62.0,0.0,0,80.5,142.5,34169-RAJ,Male,Yes,Rajasthan,Deal 5,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
19,7,6,82.85,319.6,0.0,0,79.36,398.96,44045-KER,Female,Yes,Kerala,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
43,9,7,91.15,2995.45,0.0,0,1198.77,4194.22,49203-PUN,Female,Yes,Punjab,Unknown,Yes,Yes,Yes,Cable,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Poor expertise of online support
58,1,34,103.3,6518.35,0.0,0,1099.83,7618.18,95032-HAR,Male,Yes,Haryana,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
29,1,12,19.55,839.4,12.16,0,2033.22,2860.46,64127-KAR,Female,Yes,Karnataka,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
44,7,33,31.05,347.25,0.0,0,0.0,347.25,83616-MAH,Male,No,Maharashtra,Unknown,No,Unknown,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Don't know
74,4,9,44.0,44.0,0.0,0,28.67,72.67,23148-CHH,Female,Yes,Chhattisgarh,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,Joined,Unknown,Unknown
28,11,10,40.0,223.45,0.0,0,0.0,223.45,55665-UTT,Female,No,Uttar Pradesh,Unknown,No,Unknown,Yes,Cable,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,Churned,Competitor,Competitor had better devices
25,8,10,69.05,1793.25,22.72,0,944.46,2714.99,95066-AND,Female,Yes,Andhra Pradesh,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
61,7,32,20.75,1123.15,0.0,0,1689.48,2812.63,99076-KER,Female,No,Kerala,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
55,13,32,35.8,1316.9,0.0,100,0.0,1416.9,28953-KAR,Male,Yes,Karnataka,Unknown,No,Unknown,Yes,DSL,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,Stayed,Unknown,Unknown
46,10,13,74.25,3089.1,0.0,0,44.28,3133.38,61574-KAR,Male,No,Karnataka,Deal 2,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
22,12,8,81.9,2078.55,44.86,0,291.98,2325.67,49033-JAM,Female,Yes,Jammu & Kashmir,Unknown,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
26,12,20,59.7,1825.5,0.0,0,950.77,2776.27,87313-UTT,Male,Yes,Uttar Pradesh,Unknown,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
36,12,10,54.95,568.85,0.0,0,218.5,787.35,49036-KER,Female,No,Kerala,Deal 4,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
30,6,4,50.2,668.85,0.0,0,56.7,725.55,36337-AND,Male,Yes,Andhra Pradesh,Unknown,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
37,5,31,20.4,184.1,0.0,0,412.47,596.57,23769-KAR,Male,No,Karnataka,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
67,2,19,24.3,1778.7,0.0,0,624.96,2403.66,34588-RAJ,Female,Yes,Rajasthan,Deal 1,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
54,2,6,67.7,2882.25,0.0,0,1651.44,4533.69,92142-AND,Female,Yes,Andhra Pradesh,Unknown,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
31,5,13,20.35,41.85,0.0,0,10.84,52.69,58044-KAR,Female,No,Karnataka,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
70,5,24,89.5,2196.15,0.0,0,461.5,2657.65,13183-JAM,Female,No,Jammu & Kashmir,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
32,3,16,84.0,424.75,0.0,0,242.45,667.2,36509-KAR,Female,Yes,Karnataka,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
66,11,32,78.95,78.95,0.0,0,23.96,102.91,54368-KAR,Female,No,Karnataka,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered higher download speeds
35,0,23,43.25,219.0,0.0,0,0.0,219.0,83264-BIH,Male,Yes,Bihar,Unknown,No,Unknown,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned,Dissatisfaction,Network reliability
29,5,13,35.05,1620.25,0.0,0,0.0,1620.25,38211-WES,Male,Yes,West Bengal,Unknown,No,Unknown,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
40,3,1,41.1,2258.25,0.0,0,0.0,2258.25,44816-RAJ,Male,No,Rajasthan,Unknown,No,Unknown,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
82,11,35,20.5,429.55,0.0,0,487.83,917.38,41718-RAJ,Male,No,Rajasthan,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
63,7,35,25.25,101.9,0.0,0,14.76,116.66,77769-UTT,Female,Yes,Uttar Pradesh,Deal 5,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
32,7,13,19.35,1319.95,0.0,0,3162.9,4482.85,91711-PUN,Female,Yes,Punjab,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
52,9,7,19.9,357.7,0.0,0,616.93,974.63,77645-WES,Female,Yes,West Bengal,Deal 4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
61,4,3,20.05,20.05,0.0,0,13.51,33.56,75802-MAH,Female,No,Maharashtra,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
83,5,8,93.8,4750.95,0.0,0,1129.14,5880.09,79397-HAR,Female,No,Haryana,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Limited range of services
40,4,3,24.8,1874.3,16.26,0,987.84,2845.88,15480-KAR,Female,No,Karnataka,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
36,7,6,19.8,1378.75,0.0,0,3390.8,4769.55,27760-GUJ,Female,No,Gujarat,Deal 1,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
55,6,5,89.9,2433.5,0.0,0,926.52,3360.02,58522-RAJ,Female,Yes,Rajasthan,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
68,9,10,92.0,6585.2,0.0,0,2598.6,9183.8,48613-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
30,11,4,20.1,85.1,0.0,0,26.0,111.1,21021-TEL,Male,No,Telangana,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
58,9,8,79.0,303.15,0.0,0,110.28,413.43,15363-WES,Male,No,West Bengal,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Limited range of services
78,4,15,95.35,6382.0,0.0,0,3443.79,9825.79,57506-ASS,Female,No,Assam,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
32,10,36,19.5,1167.6,19.89,0,2401.98,3549.69,11765-PUD,Male,Yes,Puducherry,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
55,13,2,44.95,3085.35,0.0,0,0.0,3085.35,35445-MAH,Female,No,Maharashtra,Unknown,No,Unknown,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
58,14,18,49.8,49.8,0.0,0,38.21,88.01,58848-PUN,Male,Yes,Punjab,Unknown,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Joined,Unknown,Unknown
75,10,30,69.2,4982.5,0.0,0,3449.89,8432.39,83942-CHH,Female,Yes,Chhattisgarh,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
43,10,22,100.55,4398.15,0.0,0,1888.48,6286.63,81484-TAM,Female,No,Tamil Nadu,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Dissatisfaction,Network reliability
39,2,13,20.55,583.3,0.0,0,565.92,1149.22,73111-MAH,Male,No,Maharashtra,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
41,13,31,99.65,6311.2,0.0,0,90.09,6401.29,11263-HAR,Female,No,Haryana,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
22,5,8,64.7,1093.1,0.0,0,689.35,1782.45,41067-HAR,Female,Yes,Haryana,Unknown,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor offered higher download speeds
35,10,13,25.4,1797.1,0.0,0,298.8,2095.9,12882-PUN,Female,No,Punjab,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
39,12,9,44.2,403.35,0.0,0,377.28,780.63,58967-BIH,Female,Yes,Bihar,Unknown,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered higher download speeds
72,7,29,74.3,74.3,0.0,0,17.84,92.14,33565-UTT,Male,Yes,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,Joined,Unknown,Unknown
74,7,22,90.6,90.6,0.0,0,13.02,103.62,87547-PUN,Male,No,Punjab,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Don't know
64,8,10,105.85,6725.5,0.0,0,2371.85,9097.35,93453-UTT,Male,Yes,Uttar Pradesh,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
32,0,26,64.3,3410.6,0.0,0,219.44,3630.04,39636-PUN,Female,Yes,Punjab,Deal 2,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,Stayed,Unknown,Unknown
27,1,20,74.85,708.2,0.0,0,117.45,825.65,24168-UTT,Female,Yes,Uttar Pradesh,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
76,11,11,39.65,39.65,0.0,20,0.0,59.65,78333-HAR,Female,No,Haryana,Unknown,No,Unknown,Yes,DSL,No,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered more data
39,11,27,19.8,350.1,0.0,0,378.0,728.1,27676-AND,Female,Yes,Andhra Pradesh,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
24,13,12,24.65,1574.5,0.0,0,1821.96,3396.46,49183-UTT,Male,No,Uttar Pradesh,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
49,4,20,90.1,521.3,0.0,0,6.9,528.2,26445-JAM,Female,No,Jammu & Kashmir,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
37,8,3,19.2,532.1,0.0,0,150.0,682.1,23293-GUJ,Female,Yes,Gujarat,Deal 3,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
59,15,36,47.4,3177.25,0.0,0,0.0,3177.25,18347-GUJ,Female,No,Gujarat,Deal 1,No,Unknown,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Mailed Check,Stayed,Unknown,Unknown
49,9,29,90.4,4063.0,0.0,0,1976.48,6039.48,23746-AND,Female,Yes,Andhra Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
64,0,22,79.0,4801.1,0.0,0,2107.8,6908.9,75748-UTT,Male,Yes,Uttar Pradesh,Unknown,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Stayed,Unknown,Unknown
37,7,15,99.85,1776.95,0.0,0,656.82,2433.77,14850-PUN,Female,No,Punjab,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Product dissatisfaction
23,5,1,99.8,5985.75,0.0,0,2068.8,8054.55,24462-WES,Female,No,West Bengal,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
47,5,21,23.15,245.2,0.0,0,340.01,585.21,91869-KAR,Male,Yes,Karnataka,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Churned,Competitor,Competitor made better offer
42,14,31,61.35,3645.5,0.0,0,572.3,4217.8,46074-DEL,Male,Yes,Delhi,Unknown,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
59,2,5,49.05,593.05,29.32,0,537.36,1101.09,14986-PUN,Male,Yes,Punjab,Unknown,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
28,14,29,65.5,564.35,0.0,0,189.44,753.79,36138-KAR,Female,Yes,Karnataka,Deal 5,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
36,13,23,29.75,790.7,0.0,0,0.0,790.7,91284-HAR,Male,Yes,Haryana,Deal 3,No,Unknown,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
51,5,20,84.05,966.55,0.0,0,214.2,1180.75,28033-ASS,Female,Yes,Assam,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
57,5,33,107.5,3242.5,0.0,0,736.8,3979.3,48001-GUJ,Female,No,Gujarat,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
62,9,25,83.8,1029.75,44.58,80,343.56,1408.73,35990-GUJ,Female,Yes,Gujarat,Deal 4,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor had better devices
47,5,3,49.2,103.7,0.0,0,58.56,162.26,89154-RAJ,Female,No,Rajasthan,Deal 5,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
28,11,9,55.15,159.15,0.0,0,68.31,227.46,29100-MAH,Male,Yes,Maharashtra,Deal 5,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,Churned,Dissatisfaction,Network reliability
61,0,32,40.35,1677.85,0.0,0,0.0,1677.85,46542-HAR,Male,Yes,Haryana,Deal 2,No,Unknown,Yes,Cable,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
31,11,4,25.65,1388.0,0.0,0,79.2,1467.2,26376-KER,Female,Yes,Kerala,Deal 2,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
67,13,16,81.25,585.95,0.0,0,40.16,626.11,17893-TAM,Male,No,Tamil Nadu,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Price,Price too high
51,1,30,103.4,7372.65,0.0,0,221.04,7593.69,35002-KAR,Female,No,Karnataka,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Churned,Price,Lack of affordable download/upload speed
65,4,16,100.55,7325.1,0.0,0,3156.48,10481.58,69085-KAR,Female,Yes,Karnataka,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
56,9,23,86.45,2538.05,0.0,0,1452.9,3990.95,28117-UTT,Female,Yes,Uttar Pradesh,Deal 3,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
62,3,26,8.0,546.85,0.0,0,489.0,1035.85,27188-KAR,Male,No,Karnataka,Deal 3,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
38,13,24,75.1,75.1,0.0,0,5.94,81.04,28195-UTT,Male,No,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Lack of self-service on Website
70,12,6,104.45,4863.85,36.78,0,1893.82,6720.89,63295-KER,Male,Yes,Kerala,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
38,4,21,8.0,3204.65,35.82,110,1074.24,4353.07,11965-BIH,Female,Yes,Bihar,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor made better offer
38,7,8,80.45,2429.1,0.0,0,1149.17,3578.27,16774-MAH,Male,No,Maharashtra,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
39,10,30,54.1,3794.5,0.0,0,0.0,3794.5,29553-GUJ,Female,No,Gujarat,Deal 1,No,Unknown,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
55,4,3,109.1,6393.65,0.0,0,2154.7,8548.35,68655-TEL,Male,No,Telangana,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
57,10,27,58.4,4113.15,32.53,0,0.0,4080.62,88504-KAR,Female,No,Karnataka,Deal 1,No,Unknown,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
52,6,7,80.05,80.05,0.0,0,39.79,119.84,54463-JAM,Male,No,Jammu & Kashmir,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned,Competitor,Competitor made better offer
25,6,8,83.45,3887.85,0.0,0,2184.48,6072.33,35203-HAR,Female,Yes,Haryana,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
28,2,26,110.65,8065.65,0.0,0,2967.12,11032.77,72446-ODI,Female,Yes,Odisha,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
19,11,1,56.15,168.15,0.0,0,87.87,256.02,77099-KAR,Female,No,Karnataka,Deal 5,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,Churned,Competitor,Competitor had better devices
29,9,5,70.7,141.45,0.0,0,19.52,160.97,88869-JAM,Male,No,Jammu & Kashmir,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
40,1,3,84.95,668.4,0.0,0,258.48,926.88,72185-DEL,Female,No,Delhi,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Other,Moved
27,6,27,20.6,1298.7,0.0,0,1043.91,2342.61,73369-GUJ,Male,Yes,Gujarat,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
67,13,15,100.5,3653.35,0.0,0,559.3,4212.65,69814-BIH,Female,Yes,Bihar,Unknown,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Attitude,Attitude of support person
58,15,5,96.65,1162.85,0.0,0,592.8,1755.65,29093-PUN,Female,No,Punjab,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,Churned,Competitor,Competitor had better devices
52,10,24,64.5,1985.15,0.0,0,1102.2,3087.35,67923-AND,Female,No,Andhra Pradesh,Deal 3,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
35,5,31,60.2,3582.4,0.0,0,0.0,3582.4,68764-WES,Male,No,West Bengal,Deal 2,No,Unknown,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
53,1,35,91.25,2964.05,0.0,130,884.4,3978.45,72303-KAR,Female,No,Karnataka,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
55,11,9,106.55,5763.3,0.0,0,476.82,6240.12,87132-UTT,Female,Yes,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Churned,Dissatisfaction,Product dissatisfaction
